fipsstat,state,year,vio,prop,murder,rape,assault,rob,auto,burg,larc,rpcpi,rpcim,rpcui,area,density,shalll,aftr,yr70,yr71,yr72,yr73,yr74,yr75,yr76,yr77,yr78,yr79,yr80,yr81,yr82,yr83,yr84,yr85,yr86,yr87,yr88,yr89,yr90,yr91,yr92,yr93,yr94,yr95,yr96,yr97,yr98,yr99,yr00,yr01,yr02,yr03,yr04,yr05,yr06,yr07,AK,AL,AZ,AR,CA,CO,CT,DE,FL,GA,DC,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,trnd,trndAK,trndAL,trndAZ,trndAR,trndCA,trndCO,trndCT,trndDC,trndDE,trndFL,trndGA,trndHI,trndIA,trndID,trndIL,trndIN,trndKS,trndKY,trndLA,trndMA,trndMD,trndME,trndMI,trndMN,trndMO,trndMS,trndMT,trndNC,trndND,trndNE,trndNH,trndNJ,trndNM,trndNV,trndNY,trndOH,trndOK,trndOR,trndPA,trndRI,trndSC,trndSD,trndTN,trndTX,trndUT,trndVA,trndVT,trndWA,trndWI,trndWV,trndWY,incarc_rate,unemp,stnumber,pop_b,ppb,prison_pop,prison_rate,prison_1,rpcrpo,crack,povrate,police,policerate,lpolicerate,ppx1019,ppx2029,ppx3039,ppx4049,ppx5064,ppx65o,vioarr,proparr,aovio,aopro,murarr,raparr,robarr,agaarr,burarr,lararr,autarr,aomur,aorap,aorob,aoaga,aobur,aolar,aoaut,popwm1019,popwm2029,popwm3039,popwm4049,popwm5064,popwm65o,popwf1019,popwf2029,popwf3039,popwf4049,popwf5064,popwf65o,popbm1019,popbm2029,popbm3039,popbm4049,popbm5064,popbm65o,popbf1019,popbf2029,popbf3039,popbf4049,popbf5064,popbf65o,popnm1019,popnm2029,popnm3039,popnm4049,popnm5064,popnm65o,popnf1019,popnf2029,popnf3039,popnf4049,popnf5064,popnf65o,popstate,ppwm1019,ppbm1019,ppnm1019,ppwf1019,ppbf1019,ppnf1019,ppwm2029,ppbm2029,ppnm2029,ppwf2029,ppbf2029,ppnf2029,ppwm3039,ppbm3039,ppnm3039,ppwf3039,ppbf3039,ppnf3039,ppwm4049,ppbm4049,ppnm4049,ppwf4049,ppbf4049,ppnf4049,ppwm5064,ppbm5064,ppnm5064,ppwf5064,ppbf5064,ppnf5064,ppwm65o,ppbm65o,ppnm65o,ppwf65o,ppbf65o,ppnf65o,lmur_1,lrap_1,laga_1,lrob_1,laut_1,lbur_1,llar_1,ratmur,ratrap,rataga,ratrob,rataut,ratbur,ratlar,lmur,lrap,laga,lrob,laut,lbur,llar,lnlpolicerate,lincarc_rate,lrpcim,lrpcui,lrpcrpo,lrpcpi,laovio,laopro,ratrap2,lrap2,ratvio,ratpro,lvio,lpro,mur_1,rap_1,aga_1,rob_1,aut_1,bur_1,lar_1,g_assault,ratgaga,lgaga,domvio
26,Michigan,2005,55936,312892,629,5199,36760,13348,48275,70527,194090,35909,559.02081,203.07739,56803.82,177.80495,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,6.8000002,23,1495014,0.1210052,49546,490.55444,483.99011,4986.5552,1.382676,12,23829,235.93069,236.5941,0.1463746,0.1321881,0.13426781,0.15667599,0.17605311,0.1243738,14852,37023,26.551775,11.832518,229,785,2403,11435,6200,26392,4076,36.406994,15.099057,18.002697,31.107182,8.7909594,13.597816,8.4432936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10100000,0.0579446,0.0133051,0.0037432,0.054809,0.012963,0.0036097,0.053391699,0.0101709,0.0035367,0.050878402,0.010656,0.0035544,0.0538885,0.0096509,0.003859,0.0521654,0.0110165,0.0036875,0.0656574,0.0093348,0.0027789,0.065166801,0.0109528,0.0027853,0.074465401,0.009329,0.0023989,0.075794101,0.0114383,0.0026274,0.046312299,0.0047681,0.0009924,0.063631199,0.0074198,0.00125,1.851024,3.9941051,5.7669592,4.7206178,6.21627,6.455152,7.5655732,6.2277226,51.475246,363.96039,132.15842,477.97031,698.28711,1921.6832,1.8290107,3.9411011,5.8970451,4.8840013,6.1695485,6.5486302,7.560957,5.4663458,6.1800165,4.8846183,3.8685074,8.5145006,10.488743,28.562241,10.45303,51.475246,3.9411011,553.82178,3097.9407,6.316843,8.0384932,6.3663368,54.277229,319.56436,112.23763,500.8317,635.97028,1930.5742,8962,88.732674,4.4856281,0
26,Michigan,2006,56778,324351,713,5269,36588,14208,50017,76107,198227,37760.18,596.31,224.763,56803.82,177.80495,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,6.9000001,23,1496351,0.1212148,,,490.55441,5502.106,1.382676,13.3,,,235.93069,0.14493529,0.1330719,0.1313453,0.15474379,0.18151851,0.1253649,13929,35466,24.532391,10.93445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10100000,0.0571777,0.0131808,0.0038316,0.054160099,0.012885,0.0037001,0.053876899,0.0102454,0.0035732,0.051212601,0.0106051,0.0035587,0.052519798,0.0095382,0.0039011,0.050721399,0.0109005,0.0037643,0.064773098,0.0092815,0.0028691,0.064115398,0.0108394,0.0028653,0.076735802,0.0096483,0.0024954,0.078048602,0.011835,0.0027554,0.0468366,0.0047867,0.0010682,0.063884303,0.0074689,0.0013202,1.829011,3.9411011,5.8970451,4.8840008,6.169549,6.5486302,7.560957,7.0594058,52.168316,362.25742,140.67326,495.21783,753.53467,1962.6436,1.9543608,3.9544754,5.892355,4.9464397,6.2049975,6.6247749,7.5820475,5.4635382,6.1923623,4.9219141,3.9430099,8.6128864,10.53901,26.551769,11.83252,52.168316,3.9544754,562.15839,3211.396,6.3317838,8.074461,6.2277226,51.475246,363.96039,132.15842,477.97031,698.28711,1921.6832,9201,91.099007,4.5119467,0
26,Michigan,2007,53988,308775,676,4579,35319,13414,42151,75428,191196,40406.449,656.53717,223.55209,56803.82,177.80495,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,7.0999999,23,1494030,0.1209742,,,,6113.562,1.382676,10.8,,,,0.14316189,0.13302431,0.1283835,0.15159149,0.18669569,0.1267477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10100000,0.056333099,0.0130072,0.0039106,0.0534054,0.012716,0.0037896,0.053810898,0.0102273,0.0035587,0.051360201,0.0105174,0.0035498,0.051260699,0.0094583,0.0039037,0.0491843,0.0107775,0.003799,0.063310601,0.0091044,0.0029515,0.062659197,0.0106355,0.0029303,0.078848898,0.0099569,0.0026,0.080165498,0.0122533,0.0028711,0.047558099,0.0048061,0.0011359,0.0643337,0.0075143,0.0013996,1.954361,3.9544749,5.892355,4.9464402,6.204998,6.6247749,7.582047,6.6930695,45.336632,349.69305,132.81187,417.33664,746.81189,1893.0297,1.9010726,3.8141153,5.8570557,4.8889337,6.0338931,6.6158133,7.5459337,,6.2363696,4.9907789,3.9170344,8.7182646,10.606745,24.532391,10.93445,45.336632,3.8141153,534.53467,3057.1782,6.2813964,8.0252476,7.0594058,52.168316,362.25742,140.67326,495.21783,753.53467,1962.6436,8645,85.594063,4.449616,0
27,Minnesota,1970,5782,116014,75,369,1949,3389,13153,30507,72354,1068.235,9.7857599,4.2316799,79289,48.11993,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,35344,0.0069576,,,,81.195358,,,,,,0.2076277,0.1436093,0.1049767,0.1063844,0.1384806,0.1070248,,,,,,,,,,,,,,,,,,,391729,255289,195433,198367,253098,175870,385342,280991,197167,201405,269450,228891,4017,2956,2087,1806,1669,935,3772,2958,1950,1697,1622,1077,3639,2579,1853,1312,1287,782,3680,3151,2036,1310,1231,785,3815381,0.102671,0.0010528,0.0009538,0.100997,0.0009886,0.0009645,0.066910498,0.0007748,0.0006759,0.073646903,0.0007753,0.0008259,0.051222399,0.000547,0.0004857,0.051676899,0.0005111,0.0005336,0.051991399,0.0004733,0.0003439,0.052787699,0.0004448,0.0003433,0.0663362,0.0004374,0.0003373,0.070621997,0.0004251,0.0003226,0.046094999,0.0002451,0.000205,0.059991699,0.0002823,0.0002057,,,,,,,,1.9657277,9.67138,51.08271,88.824684,344.73621,799.57941,1896.3768,0.67586249,2.269171,3.9334462,4.4866648,5.8427796,6.6840858,7.5477004,,,2.2809284,1.4425991,4.3968582,6.973763,,,9.67138,2.269171,151.54449,3040.6924,5.0208793,8.0198402,,,,,,,,,,,0
27,Minnesota,1971,5993,131274,95,468,2443,2987,13314,34219,83741,1175.161,12.13212,6.6175199,79289,48.581417,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,37401,0.0073261,,,,95.40258,,,,,,0.208482,0.14961331,0.1054229,0.104893,0.1384785,0.1076119,,,,,,,,,,,,,,,,,,,397479,271617,197839,197408,255339,177031,389182,291703,199655,200240,271941,233714,4256,3308,2236,1839,1751,972,4023,3224,2059,1727,1704,1121,4038,2966,2048,1415,1358,835,4089,3488,2249,1416,1322,845,3851972,0.1031884,0.0011049,0.0010483,0.1010345,0.0010444,0.0010615,0.0705138,0.0008588,0.00077,0.0757282,0.000837,0.0009055,0.051360399,0.0005805,0.0005317,0.051831901,0.0005345,0.0005839,0.051248599,0.0004774,0.0003673,0.0519838,0.0004483,0.0003676,0.066287898,0.0004546,0.0003525,0.070597902,0.0004424,0.0003432,0.0459585,0.0002523,0.0002168,0.0606739,0.000291,0.0002194,0.67586249,2.269171,3.9334459,4.4866648,5.8427801,6.6840858,7.5476999,2.4662693,12.149621,63.422062,77.544693,345.64114,888.35016,2173.9773,0.90270656,2.497298,4.1498117,4.3508544,5.8454013,6.7893658,7.6843138,,,2.4542,1.8480642,4.5581055,7.0691605,,,12.149621,2.497298,155.58264,3407.9688,5.0471768,8.133872,1.9657277,9.67138,51.08271,88.824684,344.73621,799.57941,1896.3768,,,,0
27,Minnesota,1972,6798,123876,95,571,2842,3290,13140,36124,74612,1316.521,14.2635,7.4170198,79289,48.769566,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.200001,,24,38944,0.0076432,,,,108.4026,,,6631,171.48148,,0.2085042,0.1552612,0.1071041,0.1030724,0.13885489,0.1088223,,,,,,,,,,,,,,,,,,,399107,286283,201647,194771,256931,178210,389576,299880,203262,197189,273602,238607,4435,3623,2382,1845,1810,1005,4212,3443,2149,1734,1760,1158,4440,3339,2259,1515,1418,902,4493,3810,2461,1516,1416,922,3866890,0.1032114,0.0011469,0.0011482,0.1007466,0.0010892,0.0011619,0.0740344,0.0009369,0.0008635,0.077550702,0.0008904,0.0009853,0.052147102,0.000616,0.0005842,0.052564699,0.0005557,0.0006364,0.050368901,0.0004771,0.0003918,0.050994199,0.0004484,0.000392,0.066443801,0.0004681,0.0003667,0.070754997,0.0004551,0.0003662,0.046086099,0.0002599,0.0002333,0.061705101,0.0002995,0.0002384,0.90270662,2.497298,4.1498122,4.3508539,5.8454008,6.7893658,7.6843138,2.4567547,14.766389,73.495758,85.081291,339.80795,934.18744,1929.5093,0.89884126,2.6923535,4.2972279,4.4436073,5.8283806,6.8396773,7.565021,,3.693867,2.5820334,1.9281069,4.6858521,7.1827478,,,14.766389,2.6923535,175.80019,3203.5046,5.1693482,8.0720005,2.4662693,12.149621,63.422062,77.544693,345.64114,888.35016,2173.9773,,,,0
27,Minnesota,1973,6926,130855,107,579,2785,3455,13123,39610,78122,1628.585,14.13807,6.0162001,79289,49.000492,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,,24,40692,0.0079894,,,,139.57581,,,5344,137.54762,171.48151,0.2081532,0.159226,0.1109369,0.1016382,0.1388122,0.1100121,,,,,,,,,,,,,,,,,,,400351,296568,209794,192957,257821,179578,389594,306582,211246,195068,274764,243688,4624,3927,2550,1867,1885,1038,4422,3692,2262,1755,1828,1190,4841,3709,2469,1622,1492,946,4885,4147,2691,1616,1523,979,3885200,0.1030451,0.0011902,0.001246,0.1002764,0.0011382,0.0012573,0.076332703,0.0010108,0.0009546,0.078910202,0.0009503,0.0010674,0.053998299,0.0006563,0.0006355,0.054372001,0.0005822,0.0006926,0.049664602,0.0004805,0.0004175,0.050207999,0.0004517,0.0004159,0.066359803,0.0004852,0.000384,0.070720702,0.0004705,0.000392,0.046220999,0.0002672,0.0002435,0.062722102,0.0003063,0.000252,0.89884132,2.692353,4.2972279,4.4436069,5.8283811,6.8396769,7.565021,2.754041,14.902708,71.682281,88.927208,337.76898,1019.5099,2010.7588,1.0130693,2.7015429,4.2722435,4.4878182,5.8223619,6.9270773,7.6062675,5.1444755,3.5409594,2.5201581,1.6657426,4.9386077,7.3954668,,,14.902708,2.7015429,178.26624,3368.0376,5.1832781,8.1220856,2.4567547,14.766389,73.495758,85.081291,339.80795,934.18744,1929.5093,,,,0
27,Minnesota,1974,8119,145857,118,692,3230,4079,14638,43939,87280,1930.057,19.9146,10.28921,79289,49.168385,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,,24,42495,0.0083607,,,,175.91229,,,5254,134.76936,137.54761,0.20717829,0.16448151,0.114012,0.1001363,0.1385165,0.1114343,,,,,,,,,,,,,,,,,,,399775,308341,215954,190671,257997,181157,387978,315993,217780,192551,274998,248924,4805,4274,2721,1898,1944,1048,4626,3989,2384,1786,1888,1231,5232,4118,2698,1737,1557,1003,5271,4518,2940,1739,1624,1065,3898512,0.1025455,0.0012325,0.0013421,0.099519499,0.0011866,0.0013521,0.079092003,0.0010963,0.0010563,0.081054799,0.0010232,0.0011589,0.055394001,0.000698,0.0006921,0.0558623,0.0006115,0.0007541,0.048908699,0.0004869,0.0004456,0.049390901,0.0004581,0.0004461,0.066178299,0.0004987,0.0003994,0.070539199,0.0004843,0.0004166,0.046468198,0.0002688,0.0002573,0.063850999,0.0003158,0.0002732,1.013069,2.7015431,4.272243,4.4878178,5.8223619,6.9270768,7.606267,3.0267959,17.750362,82.852127,104.62966,375.47659,1127.071,2238.803,1.1075046,2.876406,4.4170575,4.6504269,5.928196,7.0273776,7.7136965,4.9239702,3.583519,2.7643549,2.1039975,5.1699853,7.5653048,,,17.750362,2.876406,208.25894,3741.3506,5.3387823,8.2272024,2.754041,14.902708,71.682281,88.927208,337.76898,1019.5099,2010.7588,,,,0
27,Minnesota,1975,8125,160641,129,730,3197,4069,15015,46842,98784,2237.48,24.4494,23.730301,79289,49.512642,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.099998,,24,44225,0.008672,,,,219.685,,,5791,147.51103,134.76939,0.2051125,0.1699484,0.1166269,0.0988805,0.1383484,0.1124665,,,,,,,,,,,,,,,,,,,398256,321559,222128,189577,259303,182808,385904,327225,224193,191202,276568,254286,4969,4632,2889,1912,1989,1040,4804,4293,2515,1802,1940,1260,5635,4549,2935,1843,1624,989,5664,4927,3195,1850,1705,1139,3925808,0.1014456,0.0012657,0.0014354,0.098299302,0.0012237,0.0014428,0.081909001,0.0011799,0.0011587,0.083352298,0.0010935,0.001255,0.056581501,0.0007359,0.0007476,0.057107501,0.0006406,0.0008138,0.048289899,0.000487,0.0004695,0.048703901,0.000459,0.0004712,0.066050902,0.0005066,0.0004137,0.070448697,0.0004942,0.0004343,0.0465657,0.0002649,0.0002519,0.064772896,0.000321,0.0002901,1.107505,2.876406,4.417058,4.6504269,5.928196,7.0273781,7.713696,3.2859478,18.594898,81.435463,103.64745,382.46902,1193.1812,2516.2717,1.1896552,2.9228873,4.3998108,4.6409955,5.9466476,7.0843782,7.8305335,4.9035649,3.5582011,2.889518,2.8596652,5.3921947,7.7131057,,,18.594898,2.9228873,206.96376,4091.9219,5.3325438,8.3167696,3.0267959,17.750362,82.852127,104.62966,375.47659,1127.071,2238.803,,,,0
27,Minnesota,1976,7492,164235,92,726,3485,3189,13764,44493,105978,2549.3469,28.461,25.425159,79289,49.901917,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5.9000001,24,45916,0.0089741,,,,253.8721,,,5505,139.13205,147.511,0.2009168,0.1761152,0.1184601,0.097823299,0.1381219,0.1132418,,,,,,,,,,,,,,,,,,,392640,335972,227421,188938,260687,184846,380239,340956,229055,190387,278230,258634,5099,5009,3022,1940,2050,1065,4937,4592,2640,1841,2011,1301,6027,4995,3130,1954,1704,1031,6020,5306,3440,1995,1821,1184,3956673,0.099234901,0.0012887,0.0015232,0.096100703,0.0012478,0.0015215,0.084912799,0.001266,0.0012624,0.086172402,0.0011606,0.001341,0.057477798,0.0007638,0.0007911,0.057890799,0.0006672,0.0008694,0.047751699,0.0004903,0.0004938,0.048117999,0.0004653,0.0005042,0.065885402,0.0005181,0.0004307,0.070319198,0.0005083,0.0004602,0.046717498,0.0002692,0.0002606,0.065366499,0.0003288,0.0002992,1.1896549,2.9228871,4.3998108,4.640996,5.9466481,7.0843778,7.830534,2.3251858,18.348749,88.079048,80.598015,347.86801,1124.5054,2678.4624,0.84379995,2.9095614,4.4782348,4.3894739,5.8518233,7.0250983,7.8929982,4.9939027,3.7376697,2.9874985,2.8747029,5.5368304,7.8435926,,,18.348749,2.9095614,189.351,4150.8359,5.2436023,8.3310652,3.2859478,18.594898,81.435463,103.64745,382.46902,1193.1812,2516.2717,,,,0
27,Minnesota,1977,7705,160471,106,774,3412,3413,13637,45103,101731,3044.01,29.90266,22.224951,79289,50.195324,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5.4000001,24,47586,0.009267,1883,47.312305,,290.54071,0.006222,8.8999996,7109,178.62091,139.132,0.19530231,0.1775991,0.1251535,0.096862599,0.137392,0.11486229,,,29.709999,14.68,,,,,,,,62.259998,20.309999,25.389999,35.110001,10.85,15.85,18.6,383258,340722,241986,188000,260679,187838,371149,344932,242893,189406,278240,264618,5172,5329,3221,1978,2107,1089,5033,4845,2831,1895,2058,1324,6360,5373,3408,2075,1788,1050,6319,5632,3764,2153,1939,1226,3979937,0.096297503,0.0012995,0.001598,0.093254998,0.0012646,0.0015877,0.085609898,0.001339,0.00135,0.086667702,0.0012174,0.0014151,0.060801499,0.0008093,0.0008563,0.061029401,0.0007113,0.0009457,0.047236901,0.000497,0.0005214,0.0475902,0.0004761,0.000541,0.0654983,0.0005294,0.0004493,0.069910698,0.0005171,0.0004872,0.047196198,0.0002736,0.0002638,0.066487998,0.0003327,0.000308,0.84379989,2.9095609,4.4782348,4.3894739,5.8518229,7.0250978,7.8929982,2.6633587,19.447544,85.730003,85.755127,342.64362,1133.2592,2556.0957,0.97958797,2.9677207,4.4512029,4.4514956,5.8366909,7.0328531,7.8462362,4.9354234,3.713572,2.9740756,2.6773436,5.6717439,8.0209312,,,19.447544,2.9677207,193.59602,4031.9985,5.2657738,8.3020172,2.3251858,18.348749,88.079048,80.598015,347.86801,1124.5054,2678.4624,,,,0
27,Minnesota,1978,7601,158495,81,797,3312,3411,13012,43837,101646,3639.752,32.003521,15.56928,79289,50.508118,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,24,49265,0.0095499,1954,48.792206,47.312309,343.82159,0.006222,9.1999998,5714,142.681,178.6209,0.1894526,0.18064949,0.1298703,0.096267998,0.136759,0.11599331,,,39.650002,15.41,,,,,,,,123.75,33.540001,24.57,54.549999,11.29,16.66,19.49,373562,348547,252718,187757,261030,190006,361437,352453,253118,189260,278401,269662,5238,5636,3423,2020,2162,1099,5130,5092,3012,1943,2115,1375,6709,5755,3714,2215,1895,1062,6632,5971,4112,2333,2081,1319,4004738,0.093280002,0.001308,0.0016753,0.090252303,0.001281,0.001656,0.087033696,0.0014073,0.001437,0.088009,0.0012715,0.001491,0.063104697,0.0008547,0.0009274,0.063204601,0.0007521,0.0010268,0.046883699,0.0005044,0.0005531,0.047258999,0.0004852,0.0005826,0.065180302,0.0005399,0.0004732,0.069517903,0.0005281,0.0005196,0.047445301,0.0002744,0.0002652,0.067335702,0.0003433,0.0003294,0.97958797,2.967721,4.4512029,4.4514961,5.8366909,7.0328531,7.8462362,2.0226042,19.901426,82.702042,85.17411,324.91513,1094.6284,2538.1436,0.70438588,2.9907913,4.4152441,4.4446974,5.7835641,6.9981704,7.8391881,5.1852655,3.7841897,2.9740756,2.2535293,5.8401227,8.1996708,29.709999,14.68,19.901426,2.9907913,189.80019,3957.687,5.2459717,8.2834148,2.6633587,19.447544,85.730003,85.755127,342.64362,1133.2592,2556.0957,,,,0
